training	image REDACTED role performance truly	14	image_1	role_1	Empty	could_AUX	not_PART	image_NOUN	in_ADP	a_DET	serious_ADJ	role_NOUN
validation	Steve Carell plays REDACTED newspaper agony uncle dedicated single father girls	9	newspaper_1	agony_1	Empty	Empty	Carell_PROPN	plays_VERB	newspaper_NOUN	agony_NOUN	uncle_NOUN	and_CCONJ
validation	years ago shot Find guilty proof REDACTED actually act gets opportunity right director	10	years_1	proof_1	proof_NOUN	to_ADP	everyone_PRON	that_PRON	can_AUX	actually_ADV	act_VERB	if_SCONJ
validation	starts childhood episode life main characters Ramallo REDACTED Francisca	10	childhood_1	episode_1	the_DET	main_ADJ	characters_NOUN	Ramallo_PROPN	and_CCONJ	Francisca_PROPN	Empty	Empty
validation	Peter REDACTED Barbarian Brothers Kutchek Gore funny lack charisma acting skills	10	lack_1	charisma_1	Empty	Empty	Empty	and_CCONJ	as_SCONJ	the_DET	Barbarian_PROPN	Brothers_PROPN
validation	best impression REDACTED Mr T FUNNY	11	impression_2	best_1	best_ADJ	impression_NOUN	was_AUX	of_ADP	and_CCONJ	Mr_PROPN	T_PROPN	SO_ADV
validation	grown watching Hum Saath Saath Hain Hum Aapke Hain Koun REDACTED	15	Hum_2	Saath_2	Aapke_PROPN	Hain_PROPN	Koun_PROPN	and_CCONJ	Empty	Empty	Empty	Empty
validation	concerning REDACTED failures interesting successes	19	failures_1	successes_1	used_VERB	to_PART	say_VERB	concerning_VERB	that_SCONJ	his_PRON	failures_NOUN	were_AUX
validation	  REDACTED fathers mostfamous film Manchurian Candidate appears film	13	film_2	fathers_1	Empty	Empty	Empty	Empty	fathers_NOUN	mostfamous_ADJ	film_NOUN	was_AUX
validation	Despite having elses voice dubbed remains stunning tour de force REDACTED	12	elses_1	voice_1	tour_NOUN	de_X	force_NOUN	for_ADP	Empty	Empty	Empty	Empty
validation	Hollywood industry writers REDACTED allude works	11	industry_1	writers_1	and_CCONJ	writers_NOUN	such_ADJ	as_ADP	more_ADV	than_ADP	allude_VERB	to_ADP
validation	REDACTED senior playwright plays movie slightly loony dramatic Brit	13	playwright_1	movie_1	Empty	Empty	Empty	Empty	as_SCONJ	the_DET	senior_ADJ	playwright_NOUN
validation	especially enjoyed REDACTED Alan Arkin	13	especially_1	enjoyed_1	Empty	Empty	especially_ADV	enjoyed_VERB	and_CCONJ	Alan_PROPN	Arkin_PROPN	Empty
validation	especially enjoyed Til Schweiger REDACTED	10	especially_1	enjoyed_1	enjoyed_VERB	Til_PROPN	Schweiger_PROPN	and_CCONJ	Empty	Empty	Empty	Empty
validation	grim melodrama REDACTED plays eldest wealthy sisters orphans father dies France	16	melodrama_1	sisters_1	Empty	this_DET	grim_ADJ	melodrama_NOUN	plays_VERB	the_DET	eldest_ADJ	of_ADP
validation	extra point given soundtrack enjoyable songs REDACTED Hans Zimmer	11	point_1	soundtrack_1	enjoyable_ADJ	with_ADP	songs_NOUN	by_ADP	and_CCONJ	Hans_PROPN	Zimmer_PROPN	Empty
validation	extra point given soundtrack enjoyable songs Bryan Adams REDACTED	11	point_1	soundtrack_1	by_ADP	Bryan_PROPN	Adams_PROPN	and_CCONJ	Empty	Empty	Empty	Empty
validation	Eye Labyrinth directed REDACTED director excellent Night Doomed years earlier	12	director_1	years_1	Labyrinth_PROPN	is_AUX	directed_VERB	by_ADP	the_DET	director_NOUN	behind_ADP	the_DET
validation	got ingredients factory Hemi Challenger speed transmission shows REDACTED knew build best muscle cars	12	ingredients_1	factory_1	that_PRON	really_ADV	shows_VERB	that_SCONJ	knew_VERB	how_SCONJ	to_PART	build_VERB
validation	film Cross Eyed REDACTED propels viewer ride redemption main character takes control wheel sets life order	10	viewer_1	ride_1	film_NOUN	Cross_PROPN	Eyed_PROPN	by_ADP	propels_VERB	the_DET	viewer_NOUN	on_ADP
validation	special effects costumes good time period surprised REDACTED received Oscar limiting role	12	effects_1	costumes_1	I_PRON	am_AUX	surprised_ADJ	that_SCONJ	received_VERB	an_DET	Oscar_PROPN	for_ADP
testing	film Infantry REDACTED Submariners	8	Submariners_2	film_1	does_VERB	for_ADP	Infantry_PROPN	what_PRON	did_AUX	for_ADP	Submariners_NOUN	Empty
testing	REDACTED hyped previews makes bad bad guy Snipes hero	12	previews_1	guy_1	Empty	Empty	Empty	Empty	hyped_VERB	in_ADP	the_DET	previews_NOUN
testing	nice camera work REDACTED wonderful Albatross Fleetwood Mac end	16	camera_1	work_1	nice_ADJ	camera_NOUN	work_NOUN	by_ADP	and_CCONJ	the_DET	wonderful_ADJ	Albatross_NOUN
testing	man love hate boyfriend Benoit wonderful like scum plays REDACTED enacts perfect cad	17	man_1	love_1	scum_NOUN	that_PRON	he_PRON	plays_VERB	enacts_VERB	a_DET	perfect_ADJ	cad_NOUN
testing	think REDACTED time greatest action screenwriters	11	time_1	action_1	Empty	Empty	Empty	think_VERB	is_AUX	one_NUM	of_ADP	the_DET
testing	Willem Defoe REDACTED Christine Scott Thomas enormous strong	11	Willem_1	Defoe_1	Empty	Empty	Empty	Defoe_PROPN	Christine_PROPN	Scott_PROPN	Thomas_PROPN	are_AUX
testing	Willem Defoe Colin Firth REDACTED enormous strong	22	Willem_1	Defoe_1	Empty	Defoe_PROPN	Colin_PROPN	Firth_PROPN	are_AUX	all_PRON	here_ADV	all_ADV
testing	short film got REDACTED movie map introducing horrific thoroughly interesting character Butcher played brilliantly Phillipe Nahon	10	film_1	movie_1	short_ADJ	film_NOUN	which_PRON	got_AUX	on_ADP	the_DET	movie_NOUN	map_NOUN
testing	short film got Gaspar Noe movie map introducing horrific thoroughly interesting character Butcher played brilliantly REDACTED	14	film_1	movie_1	Butcher_PROPN	played_VERB	brilliantly_ADV	by_ADP	Empty	Empty	Empty	Empty
testing	enjoy little chick flick received slightly average reviews critics public alike want check REDACTEDs hit Indie Manny Lo	12	chick_1	flick_1	Empty	Empty	Empty	Empty	Empty	Empty	Empty	Empty
training	rebel fact fully matured husband lawyer REDACTED	7	fact_1	husband_1	her_PRON	husband_NOUN	a_DET	lawyer_NOUN	Empty	Empty	Empty	Empty
training	REDACTED impersonation told wife	7	impersonation_1	wife_1	Empty	Empty	he_PRON	did_AUX	impersonation_NOUN	that_PRON	should_AUX	have_AUX
training	REDACTED probably cheesiest movie seen life	10	movie_1	life_1	Empty	Empty	Empty	Empty	is_AUX	probably_ADV	the_DET	most_ADV
training	film acquaintance talents REDACTED	12	film_1	acquaintance_1	with_ADP	the_DET	talents_NOUN	of_ADP	Empty	Empty	Empty	Empty
training	fact bad performance film REDACTED supposed	9	fact_1	performance_1	the_DET	film_NOUN	was_AUX	from_ADP	who_PRON	is_AUX	supposed_VERB	to_PART
training	REDACTED performance stupid boy coming big London sudden taking drugs people noteven know credible	12	performance_1	boy_1	Empty	Empty	Empty	Empty	performance_NOUN	of_ADP	the_DET	stupid_ADJ
training	film boasts incredible performance REDACTED shows amazing versatility exploration role	12	film_1	performance_1	an_DET	incredible_ADJ	performance_NOUN	from_ADP	who_PRON	shows_VERB	an_DET	amazing_ADJ
training	REDACTED equally stellar realistic role actresses crumble	17	role_1	actresses_1	Empty	Empty	Empty	Empty	is_AUX	equally_ADV	as_ADV	stellar_ADJ
training	course REDACTED s eloquent drug land boss convincing	9	course_1	drug_1	Empty	Empty	of_ADP	course_NOUN	who_PRON	s_VERB	eloquent_ADJ	drug_NOUN
training	REDACTED particular stands playing Frank N Furter Rocky Horror London roughly time filming	13	time_2	 _1	Empty	Empty	Empty	Empty	in_ADP	particular_ADJ	for_ADP	me_PRON
training	REDACTED comic genius proved productions Hugh	11	genius_1	productions_1	Empty	Empty	Empty	Empty	was_AUX	a_DET	comic_ADJ	genius_NOUN
training	REDACTED likewise comedy legend right	14	comedy_1	legend_1	Empty	Empty	Empty	Empty	likewise_ADV	was_AUX	a_DET	comedy_NOUN
training	dialog fast witty REDACTED physical peak	13	dialog_1	peak_1	fast_ADJ	and_CCONJ	very_ADV	witty_ADJ	at_ADP	her_PRON	physical_ADJ	peak_NOUN
training	surprised REDACTEDs comedy timing	5	comedy_1	timing_1	Empty	Empty	Empty	Empty	Empty	Empty	Empty	Empty
training	Watch love REDACTED	6	Watch_1	love_1	Empty	Empty	it_PRON	love_NOUN	Empty	Empty	Empty	Empty
training	Plus way REDACTED comes help Cloud different times movie	5	way_1	times_1	Empty	Empty	the_DET	way_NOUN	comes_VERB	to_PART	help_VERB	Cloud_PROPN
training	REDACTED hope email details	12	hope_1	email_1	Empty	Empty	Empty	Empty	i_PRON	hope_VERB	you_PRON	can_AUX
training	cheesy explanation bad guys needed collect REDACTED cells	6	explanation_1	guys_1	of_ADP	those_PRON	who_PRON	had_AUX	cells_NOUN	Empty	Empty	Empty
training	favorite characters REDACTED	9	characters_2	favorite_1	characters_NOUN	are_AUX	there_ADV	even_ADV	Empty	Empty	Empty	Empty
training	REDACTED sounds cute imagined worked	9	sounds_2	 _1	Empty	Empty	Empty	Empty	sounds_VERB	less_ADV	cute_ADJ	than_SCONJ
training	Cloud sounds tough broody REDACTED sounds kind strong	4	sounds_3	Cloud_1	sounds_VERB	tough_ADJ	and_CCONJ	broody_ADJ	sounds_VERB	kind_ADV	yet_ADV	strong_ADJ
training	REDACTED perfect sounds exactly imagined	5	sounds_2	 _1	Empty	Empty	Empty	Empty	is_AUX	also_ADV	perfect_ADJ	she_PRON
training	stars REDACTED Seinfeld fame	15	fame_2	stars_1	Empty	Empty	show_NOUN	stars_NOUN	of_ADP	Seinfeld_PROPN	fame_NOUN	Empty
training	REDACTED Rocky Horror Picture fame	9	fame_2	 _1	Empty	Empty	Empty	also_ADV	of_ADP	Rocky_PROPN	Horror_PROPN	Picture_PROPN
training	REDACTED best writing music action	5	writing_1	music_1	Empty	Empty	Empty	Empty	is_AUX	not_PART	the_DET	best_ADJ
training	think REDACTEDsounded like gives bit background beginning	10	bit_1	background_1	Empty	Empty	Empty	Empty	Empty	Empty	Empty	Empty
training	deranged REDACTED	7	deranged_1	Empty_0	are_AUX	as_ADV	deranged_ADJ	as_SCONJ	Empty	Empty	Empty	Empty
training	  voiced maniacal REDACTED	15	 _1	voiced_1	voiced_VERB	by_ADP	the_DET	maniacal_ADJ	Empty	Empty	Empty	Empty
training	especially loved REDACTED stretching unlike played proving amazing gift comedy	14	gift_1	comedy_1	Empty	Empty	especially_ADV	loved_VERB	stretching_VERB	in_ADP	a_DET	part_NOUN
training	read brief synopsis unimpressed watched mainly REDACTED	18	synopsis_2	read_1	watched_VERB	it_PRON	mainly_ADV	for_ADP	Empty	Empty	Empty	Empty
training	male characters movie brilliant REDACTED great fickle hunk	14	characters_1	movie_1	the_DET	movie_NOUN	were_AUX	brilliant_ADJ	was_AUX	great_ADJ	as_ADP	the_DET
training	REDACTED gives wonderful performance adult male clearly gets trouble handle	14	performance_1	adult_1	Empty	Empty	Empty	Empty	gives_VERB	a_DET	wonderful_ADJ	performance_NOUN
training	information actually confirmed director REDACTED Q film	12	information_1	director_1	by_ADP	the_DET	director_NOUN	himself_PRON	at_ADP	the_DET	Q_PROPN	A_PROPN
training	pleasure meeting REDACTED tonight like nice guy appreciative comments film	12	pleasure_1	meeting_1	the_DET	pleasure_NOUN	of_ADP	meeting_NOUN	tonight_NOUN	who_PRON	seemed_VERB	like_ADP
training	summer going special blackmail REDACTED	11	summer_1	blackmail_1	as_SCONJ	they_PRON	all_PRON	blackmail_NOUN	Empty	Empty	Empty	Empty
training	  REDACTED ringleader basically know life High School	18	ringleader_2	  _1	Empty	Empty	Empty	Empty	is_AUX	the_DET	ringleader_NOUN	who_PRON
training	seen feature REDACTED role seen	11	feature_1	role_1	but_CCONJ	it_PRON	does_AUX	feature_NOUN	in_ADP	the_DET	first_ADJ	role_NOUN
training	REDACTED dressed cheerleader type looking fresh hot	17	cheerleader_1	type_1	Empty	Empty	Empty	Empty	is_AUX	dressed_VERB	as_ADP	a_DET
training	Sexy lethal like movie REDACTED seen malevolence	11	movie_1	malevolence_1	the_DET	one_NUM	movie_NOUN	with_ADP	but_CCONJ	with_ADP	a_PRON	never_ADV
training	stumbled video store rented REDACTED	13	video_1	store_1	and_CCONJ	rented_VERB	it_PRON	because_SCONJ	Empty	Empty	Empty	Empty
training	REDACTED fans	13	fans_2	 _1	Empty	Empty	Empty	you_PRON	fans_NOUN	Empty	Empty	Empty
training	said REDACTED doctor healer necessary person life meaningful	4	doctor_1	healer_1	Empty	Empty	said_VERB	no_DET	do_AUX	not_PART	do_VERB	it_PRON
training	Black comedy features tour de force performance veteran actor REDACTED	15	comedy_1	tour_1	performance_NOUN	from_ADP	veteran_ADJ	actor_NOUN	Empty	Empty	Empty	Empty
training	Hospital black comedy Network excellent cast led incomparable REDACTED work justice	5	Hospital_1	comedy_1	led_VERB	by_ADP	the_DET	incomparable_ADJ	does_VERB	his_PRON	work_NOUN	full_ADJ
training	short formative cartoon featuring REDACTED concerns cat thinks hell solve problems pretending skunk	11	cartoon_1	concerns_1	a_DET	formative_ADJ	cartoon_NOUN	featuring_VERB	concerns_NOUN	a_DET	cat_NOUN	who_PRON
training	REDACTED responsible Production Code coming existance	10	existance_2	 _1	Empty	Empty	Empty	all_DET	was_AUX	in_ADP	part_NOUN	responsible_ADJ
training	REDACTED aloof girl definitely viewers ponder aloof girl	6	girl_2	viewers_1	Empty	Empty	Empty	Empty	an_DET	aloof_ADJ	girl_NOUN	will_AUX
training	love REDACTED	8	love_1	Empty_0	Empty	Empty	she_PRON	love_VERB	Empty	Empty	Empty	Empty
training	love REDACTED	4	love_1	Empty_0	Empty	does_AUX	she_PRON	love_VERB	Empty	Empty	Empty	Empty
training	film funny having great sight gags REDACTED great	12	film_1	sight_1	great_ADJ	sight_NOUN	gags_NOUN	and_CCONJ	is_AUX	great_ADJ	Empty	Empty
validation	Actor turned director REDACTED follows promising debut Gothic horror Frailty family friendly sports drama U S Open	11	Actor_1	director_1	Empty	Empty	turned_VERB	director_NOUN	follows_VERB	up_ADP	his_PRON	promising_ADJ
validation	movie depicted psychological battles REDACTED fought	12	movie_1	battles_1	the_DET	psychological_ADJ	battles_NOUN	that_PRON	fought_VERB	within_ADP	himself_PRON	Empty
validation	realize charming REDACTED	11	realize_1	charming_1	not_PART	realize_VERB	how_SCONJ	charming_ADJ	could_AUX	be_AUX	Empty	Empty
validation	REDACTED year old caddy threatens steal scene appears	12	year_1	caddy_1	Empty	Empty	Empty	Empty	as_SCONJ	the_DET	ten_NUM	year_NOUN
validation	REDACTED excellent usual	15	 _1	excellent_1	Empty	Empty	Empty	Empty	is_AUX	excellent_ADJ	as_ADP	usual_ADJ
validation	despite handicaps REDACTED displays courage spirit heroism humility world class event	7	handicaps_1	displays_1	Empty	despite_SCONJ	these_DET	handicaps_NOUN	displays_VERB	courage_NOUN	spirit_PROPN	heroism_NOUN
validation	Maybe m reading wonder hand REDACTED developing film	9	wonder_1	hand_1	much_ADJ	of_ADP	a_DET	hand_NOUN	had_VERB	in_ADP	developing_VERB	the_DET
validation	found REDACTED story interesting	13	story_2	found_1	Empty	Empty	found_VERB	the_DET	story_NOUN	interesting_ADJ	Empty	Empty
validation	Like REDACTED gained success loss identity	6	success_1	loss_1	Empty	Empty	Empty	Empty	he_PRON	has_AUX	gained_VERB	success_NOUN
validation	devotion Beatles REDACTED great metaphor life helplessness feels	11	devotion_1	metaphor_1	to_ADP	The_DET	Beatles_PROPN	and_CCONJ	is_AUX	a_DET	great_ADJ	metaphor_NOUN
validation	film chronicles REDACTED moment arrives West Point Academy Indians massacre Little Big Horn	6	film_1	moment_1	Empty	Empty	film_NOUN	chronicles_NOUN	from_ADP	the_DET	moment_NOUN	that_SCONJ
validation	REDACTED lieutenant point	8	lieutenant_1	point_1	Empty	Empty	Empty	Empty	was_AUX	a_DET	lieutenant_NOUN	at_ADP
validation	scene looked like REDACTED hamming dress	8	scene_1	dress_1	it_PRON	might_AUX	have_AUX	been_AUX	hamming_VERB	it_PRON	up_ADP	in_ADP
validation	working movies director REDACTED Adventures Robin Hood best achievement	14	movies_1	director_1	on_ADP	movies_NOUN	with_ADP	director_NOUN	The_DET	Adventures_PROPN	of_ADP	Robin_PROPN
validation	worth stressing derided actor REDACTED et al	11	actor_2	worth_1	as_ADP	an_DET	actor_NOUN	by_ADP	et_PROPN	al_PROPN	Empty	Empty
validation	better vaunted REDACTED stars	13	stars_2	better_1	than_ADP	the_DET	much_ADV	vaunted_ADJ	or_CCONJ	many_ADJ	other_ADJ	stars_NOUN
validation	young REDACTED getting start Crazy Horse	13	Horse_2	young_1	Empty	Empty	Empty	young_ADJ	getting_VERB	a_DET	start_NOUN	as_ADP
validation	Plus acting great REDACTED idol phat job	7	idol_1	job_1	acting_NOUN	was_AUX	great_ADJ	and_CCONJ	is_AUX	my_PRON	idol_NOUN	and_CCONJ
validation	REDACTED plays hapless future groom puppet sent escort prison bus station series unfortunate events occurs creating plot	13	groom_1	puppet_1	Empty	Empty	Empty	Empty	plays_VERB	the_DET	hapless_ADJ	future_NOUN
validation	movie Godfather new wave music REDACTED	6	movie_1	wave_1	wave_NOUN	music_NOUN	is_AUX	to_PART	Empty	Empty	Empty	Empty
validation	REDACTED brothers career good job bringing focus story	11	brothers_1	career_1	Empty	Empty	Empty	Empty	may_AUX	not_PART	have_VERB	his_PRON
validation	REDACTED win BEST SUPPORTING ACTOR	9	win_1	ACTOR_1	Empty	Empty	Empty	Empty	will_AUX	win_VERB	for_ADP	BEST_PROPN
validation	black retarded frightened pleasant fellow REDACTED	12	fellow_2	black_1	frightened_ADJ	but_CCONJ	pleasant_ADJ	fellow_NOUN	Empty	Empty	Empty	Empty
validation	rest film puzzle REDACTED tries save solve mystery	7	rest_1	film_1	is_AUX	a_DET	puzzle_NOUN	as_SCONJ	tries_VERB	to_PART	save_VERB	them_PRON
validation	final scene takes place REDACTED famous film lasts minutes dialog	11	scene_1	place_1	scene_NOUN	takes_VERB	place_NOUN	in_ADP	and_CCONJ	is_AUX	one_NUM	of_ADP
validation	REDACTED shall remain directors time	16	directors_1	time_1	Empty	Empty	Empty	Empty	shall_AUX	always_ADV	remain_VERB	over_ADP
validation	REDACTED argued earlier version Man Knew lacked depth later version	8	version_2	depth_1	Empty	Empty	Empty	Empty	argued_VERB	that_SCONJ	the_DET	earlier_ADJ
validation	casting character actor REDACTED assassin brilliant	13	character_1	actor_1	casting_NOUN	of_ADP	character_NOUN	actor_NOUN	as_SCONJ	the_DET	assassin_NOUN	is_AUX
validation	series excellent cartoons REDACTED produced Paramount Studio	13	cartoons_2	series_1	series_NOUN	of_ADP	excellent_ADJ	cartoons_NOUN	produced_VERB	for_ADP	Paramount_PROPN	Studio_PROPN
validation	intrepid reporter REDACTED passenger board	9	reporter_1	passenger_1	Empty	Empty	intrepid_ADJ	reporter_NOUN	as_ADP	the_DET	only_ADJ	passenger_NOUN
testing	usual REDACTED relaxed realistic performance	14	performance_2	usual_1	Empty	Empty	Empty	usual_ADJ	put_VERB	in_ADP	another_DET	relaxed_ADJ
testing	life idea REDACTED assigned direct film knew Westerns	10	life_1	idea_1	have_VERB	no_DET	idea_NOUN	why_SCONJ	was_AUX	assigned_VERB	to_PART	direct_VERB
testing	nice guy REDACTED sporting lots hair best bad guy waiting undo selfish reasons	11	guy_2	lots_1	Empty	Empty	nice_ADJ	guy_NOUN	sporting_VERB	lots_NOUN	of_ADP	hair_NOUN
testing	REDACTED man brought Hellraiser makes horror movie Goth Mythology horror	12	horror_2	man_1	Empty	Empty	Empty	Empty	the_DET	man_NOUN	who_PRON	brought_VERB
